Mes;Union Europea;Canada;Estados Unidos;Mexico;Bolivia;Ecuador;Peru;Argentina;Brasil;Paraguay;Uruguay;Venezuela;China;Japon;India;Panama;Resto de paises;Total Exportaciones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-14; 789.061 ; 46.222 ; 1.298.224 ; 62.936 ; 7.847 ; 120.222 ; 110.042 ; 20.954 ; 104.048 ; 1.112 ; 1.036 ; 248.553 ; 543.360 ; 27.319 ; 583.775 ; 266.220 ;577.900; 4.808.832 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feb-14; 591.391 ; 39.472 ; 1.304.744 ; 88.485 ; 9.203 ; 160.709 ; 77.224 ; 10.588 ; 93.197 ; 1.250 ; 1.014 ; 181.989 ; 455.824 ; 32.618 ; 329.846 ; 358.309 ;535.578; 4.271.442 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-14; 585.584 ; 80.212 ; 1.050.397 ; 101.392 ; 10.851 ; 153.946 ; 95.034 ; 17.167 ; 117.560 ; 1.187 ; 995 ; 113.603 ; 313.838 ; 23.582 ; 394.635 ; 621.975 ;726.223; 4.408.181 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-14; 661.739 ; 33.378 ; 1.113.350 ; 83.934 ; 8.889 ; 145.327 ; 89.008 ; 12.149 ; 102.063 ; 2.207 ; 759 ; 143.278 ; 734.692 ; 38.119 ; 225.008 ; 290.949 ;631.827; 4.316.676 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-14; 1.449.162 ; 58.635 ; 1.404.186 ; 83.080 ; 11.878 ; 159.383 ; 126.555 ; 25.188 ; 243.141 ; 1.365 ; 1.022 ; 181.988 ; 565.885 ; 42.184 ; 10.183 ; 360.099 ;771.933; 5.495.867 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-14; 923.246 ; 31.458 ; 960.960 ; 63.279 ; 11.070 ; 140.236 ; 77.235 ; 14.438 ; 215.631 ; 2.088 ; 1.862 ; 142.191 ; 862.165 ; 35.170 ; 216.872 ; 193.637 ;813.278; 4.704.814 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul-14; 798.180 ; 39.630 ; 1.197.552 ; 72.956 ; 13.898 ; 170.492 ; 115.674 ; 16.039 ; 144.167 ; 1.559 ; 4.645 ; 161.726 ; 455.947 ; 42.999 ; 246.168 ; 337.034 ;1.230.265; 5.048.930 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago-14; 740.487 ; 37.332 ; 1.332.527 ; 74.013 ; 12.884 ; 152.328 ; 129.743 ; 17.294 ; 132.432 ; 1.416 ; 1.806 ; 187.253 ; 618.441 ; 38.440 ; 186.911 ; 112.155 ;1.037.628; 4.813.091 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sep-14; 982.075 ; 149.302 ; 1.326.018 ; 81.697 ; 14.213 ; 167.337 ; 99.637 ; 14.156 ; 135.453 ; 1.576 ; 1.933 ; 155.018 ; 336.796 ; 29.018 ; 167.598 ; 344.471 ;1.070.947; 5.077.247 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oct-14; 696.503 ; 50.844 ; 1.055.986 ; 84.349 ; 14.492 ; 172.221 ; 98.172 ; 14.150 ; 95.396 ; 2.253 ; 2.231 ; 152.437 ; 519.424 ; 38.621 ; 76.884 ; 218.293 ;1.030.022; 4.322.278 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov-14; 613.091 ; 37.978 ; 989.903 ; 54.259 ; 11.635 ; 158.257 ; 77.804 ; 25.914 ; 103.644 ; 821 ; 2.368 ; 193.138 ; 136.040 ; 41.564 ; 247.410 ; 365.903 ;734.960; 3.794.686 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic-14; 582.142 ; 60.322 ; 1.189.881 ; 64.037 ; 11.913 ; 187.154 ; 90.499 ; 13.085 ; 135.681 ; 1.895 ; 1.439 ; 125.765 ; 212.724 ; 31.270 ; 53.409 ; 199.070 ;834.429; 3.794.711 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-15; 442.849 ; 53.891 ; 703.647 ; 48.714 ; 10.861 ; 107.088 ; 74.103 ; 10.592 ; 125.127 ; 911 ; 7.363 ; 79.294 ; 316.824 ; 45.234 ; 98.254 ; 172.591 ;619.633; 2.916.976 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feb-15; 555.535 ; 28.613 ; 950.440 ; 50.030 ; 11.179 ; 159.407 ; 108.307 ; 17.531 ; 80.954 ; 1.493 ; 1.618 ; 127.615 ; 78.793 ; 34.461 ; 5.164 ; 291.408 ;658.408; 3.160.957 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-15; 671.986 ; 46.272 ; 973.919 ; 82.514 ; 13.302 ; 129.790 ; 91.372 ; 9.855 ; 110.289 ; 895 ; 2.178 ; 106.325 ; 188.560 ; 37.158 ; 4.996 ; 180.013 ;812.521; 3.461.944 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-15; 478.728 ; 22.970 ; 911.116 ; 73.955 ; 11.737 ; 159.316 ; 88.019 ; 10.615 ; 113.845 ; 2.892 ; 1.263 ; 124.730 ; 278.077 ; 32.699 ; 159.132 ; 120.313 ;630.298; 3.219.706 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-15; 509.903 ; 33.815 ; 902.220 ; 68.472 ; 12.326 ; 121.755 ; 160.376 ; 16.887 ; 106.855 ; 1.663 ; 2.218 ; 88.813 ; 260.786 ; 41.162 ; 3.171 ; 423.520 ;627.140; 3.381.084 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-15; 593.002 ; 48.273 ; 887.426 ; 147.901 ; 12.594 ; 128.884 ; 87.367 ; 13.427 ; 84.985 ; 2.208 ; 1.168 ; 104.953 ; 223.339 ; 31.467 ; 8.100 ; 171.268 ;671.046; 3.217.408 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul-15; 557.995 ; 32.200 ; 926.306 ; 70.700 ; 11.904 ; 113.738 ; 89.169 ; 14.510 ; 106.626 ; 1.143 ; 1.575 ; 79.176 ; 153.461 ; 43.585 ; 6.199 ; 137.396 ;698.095; 3.043.778 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago-15; 437.013 ; 34.425 ; 768.153 ; 79.000 ; 12.157 ; 101.590 ; 89.204 ; 10.170 ; 85.720 ; 1.366 ; 1.826 ; 94.595 ; 204.674 ; 102.680 ; 42.221 ; 179.871 ;623.787; 2.868.451 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sep-15; 478.484 ; 53.076 ; 855.623 ; 77.439 ; 13.120 ; 114.462 ; 86.863 ; 12.663 ; 107.104 ; 1.590 ; 2.028 ; 59.499 ; 145.026 ; 40.916 ; 89.046 ; 148.491 ;612.740; 2.898.168 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oct-15; 457.233 ; 19.600 ; 746.616 ; 65.794 ; 14.193 ; 109.333 ; 92.961 ; 10.675 ; 103.338 ; 5.101 ; 2.302 ; 73.859 ; 153.055 ; 36.342 ; 10.715 ; 276.947 ;637.459; 2.815.522 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov-15; 404.422 ; 24.201 ; 587.242 ; 69.717 ; 11.997 ; 105.938 ; 80.147 ; 12.880 ; 70.551 ; 1.106 ; 2.492 ; 74.090 ; 168.338 ; 25.106 ; 48.844 ; 198.753 ;558.711; 2.444.535 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic-15; 420.898 ; 19.690 ; 795.624 ; 80.023 ; 13.846 ; 119.183 ; 100.190 ; 10.850 ; 94.492 ; 2.211 ; 3.731 ; 47.224 ; 132.034 ; 49.147 ; 74.627 ; 128.091 ;497.133; 2.588.994 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-16; 269.051 ; 15.304 ; 678.398 ; 45.032 ; 8.763 ; 67.689 ; 52.657 ; 7.783 ; 53.888 ; 1.088 ; 3.196 ; 75.239 ; 100.682 ; 20.775 ; 8.417 ; 83.673 ;427.419; 1.919.053 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feb-16; 446.492 ; 26.077 ; 810.647 ; 59.350 ; 9.286 ; 91.750 ; 98.180 ; 11.743 ; 61.968 ; 1.913 ; 1.015 ; 97.454 ; 99.315 ; 17.327 ; 6.553 ; 95.368 ;394.285; 2.328.723 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-16; 338.852 ; 30.926 ; 827.210 ; 82.019 ; 13.067 ; 89.136 ; 84.538 ; 10.723 ; 58.103 ; 2.370 ; 1.198 ; 83.305 ; 104.056 ; 27.129 ; 33.097 ; 125.201 ;424.069; 2.334.998 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-16; 484.159 ; 42.934 ; 778.126 ; 89.830 ; 8.961 ; 84.918 ; 77.170 ; 13.240 ; 60.385 ; 1.442 ; 937 ; 55.457 ; 157.873 ; 60.672 ; 25.139 ; 95.752 ;426.798; 2.463.793 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-16; 465.089 ; 22.981 ; 1.046.973 ; 87.648 ; 11.896 ; 98.473 ; 83.592 ; 9.367 ; 82.453 ; 4.177 ; 908 ; 62.172 ; 78.152 ; 32.294 ; 47.020 ; 122.841 ;495.433; 2.751.470 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-16; 464.500 ; 46.757 ; 936.104 ; 90.069 ; 11.428 ; 69.573 ; 88.367 ; 8.358 ; 69.952 ; 1.665 ; 1.607 ; 34.749 ; 148.640 ; 35.939 ; 11.012 ; 176.085 ;585.707; 2.780.512 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul-16; 291.295 ; 39.517 ; 828.061 ; 43.735 ; 7.037 ; 69.100 ; 49.487 ; 7.576 ; 79.876 ; 1.472 ; 1.263 ; 25.091 ; 136.857 ; 27.066 ; 5.546 ; 125.485 ;528.533; 2.266.997 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago-16; 568.682 ; 23.474 ; 878.696 ; 95.537 ; 16.019 ; 135.025 ; 100.435 ; 39.774 ; 138.658 ; 1.505 ; 1.380 ; 69.056 ; 53.749 ; 35.657 ; 13.240 ; 242.063 ;631.428; 3.044.377 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sep-16; 385.761 ; 26.627 ; 784.874 ; 85.670 ; 15.666 ; 116.964 ; 98.596 ; 17.693 ; 89.383 ; 2.037 ; 1.874 ; 35.688 ; 89.197 ; 31.155 ; 14.973 ; 183.652 ;817.876; 2.797.686 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oct-16; 349.256 ; 36.955 ; 789.120 ; 84.579 ; 10.700 ; 115.931 ; 127.724 ; 12.911 ; 138.619 ; 1.281 ; 2.137 ; 28.948 ; 186.976 ; 30.654 ; 16.446 ; 166.014 ;671.763; 2.770.014 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov-16; 344.417 ; 36.508 ; 989.073 ; 87.699 ; 25.350 ; 117.707 ; 83.797 ; 15.861 ; 89.626 ; 2.160 ; 1.767 ; 23.844 ; 80.564 ; 36.341 ; 19.317 ; 132.081 ;747.511; 2.833.622 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic-16; 606.429 ; 47.659 ; 938.620 ; 85.710 ; 10.515 ; 143.456 ; 106.255 ; 21.183 ; 71.939 ; 1.327 ; 16.709 ; 22.931 ; 137.840 ; 72.624 ; 24.875 ; 166.681 ;1.002.342; 3.477.094 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-17; 421.201 ; 27.662 ; 825.401 ; 71.032 ; 11.491 ; 93.860 ; 78.578 ; 8.447 ; 68.329 ; 806 ; 5.587 ; 17.956 ; 141.530 ; 40.710 ; 17.626 ; 116.267 ;838.562; 2.785.044 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
